,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours
889,male,group D,high school,standard,none,47,43,47,married,sometimes,yes,,school_bus,< 5
890,male,group E,bachelor's degree,standard,none,96,85,84,single,regularly,no,4,private,05-Oct
891,female,group C,some high school,free/reduced,none,35,50,43,married,regularly,no,1,school_bus,< 5
892,male,group C,some high school,standard,none,72,76,73,widowed,,yes,1,private,05-Oct
893,male,group C,some college,standard,none,82,85,83,married,regularly,yes,1,school_bus,> 10
894,male,group C,master's degree,free/reduced,completed,55,61,60,,regularly,no,2,school_bus,05-Oct
895,male,group C,some college,standard,completed,66,56,59,,sometimes,yes,3,school_bus,< 5
896,male,group A,associate's degree,standard,completed,43,48,46,married,,no,2,private,05-Oct
897,male,group D,high school,standard,none,67,64,62,married,regularly,yes,1,school_bus,05-Oct
898,male,group E,some college,free/reduced,none,91,78,80,divorced,never,yes,4,school_bus,05-Oct
899,male,group C,some college,free/reduced,none,63,64,56,single,never,yes,0,private,> 10
900,female,group C,some high school,standard,none,61,58,61,married,regularly,yes,1,school_bus,05-Oct
901,male,group C,high school,standard,none,56,56,47,married,sometimes,yes,1,school_bus,05-Oct
902,female,group D,some high school,standard,none,61,72,66,married,,yes,0,school_bus,05-Oct
903,female,group C,associate's degree,standard,completed,78,100,99,single,sometimes,no,2,school_bus,
904,male,group D,associate's degree,standard,completed,67,69,74,single,sometimes,yes,2,private,05-Oct
905,male,group C,master's degree,standard,completed,75,80,79,married,sometimes,yes,1,school_bus,05-Oct
906,male,group C,some high school,standard,completed,58,49,48,single,regularly,no,3,school_bus,< 5
907,male,group C,high school,free/reduced,none,31,44,38,divorced,regularly,yes,2,private,05-Oct
908,male,group A,bachelor's degree,standard,none,83,81,70,married,,no,,school_bus,05-Oct
909,female,group C,high school,standard,completed,68,71,70,married,regularly,yes,1,school_bus,05-Oct
910,female,group C,high school,free/reduced,none,52,55,53,married,never,no,4,school_bus,< 5
911,male,group B,high school,standard,none,70,60,62,married,never,yes,2,private,< 5
912,female,group B,high school,standard,completed,73,85,90,married,regularly,,1,private,05-Oct
913,male,group E,master's degree,standard,none,69,60,66,single,sometimes,no,3,school_bus,05-Oct
914,male,group C,associate's degree,standard,none,69,71,58,single,sometimes,yes,1,,05-Oct
915,male,group B,high school,free/reduced,completed,81,76,82,married,never,no,1,school_bus,05-Oct
916,male,group B,associate's degree,free/reduced,completed,77,80,75,married,,yes,6,,05-Oct
918,male,group C,some high school,standard,none,88,80,80,single,sometimes,no,,,> 10
919,female,group A,some high school,free/reduced,none,29,46,39,married,sometimes,no,1,private,05-Oct
920,male,group B,some high school,free/reduced,none,69,71,63,married,never,yes,3,private,< 5
921,female,group E,master's degree,standard,none,95,97,92,divorced,sometimes,yes,3,school_bus,> 10
922,female,group C,master's degree,free/reduced,completed,78,82,84,single,regularly,no,2,school_bus,05-Oct
923,male,group A,high school,standard,none,53,50,45,single,regularly,yes,1,private,> 10
924,female,group B,high school,standard,none,34,39,41,single,never,no,1,,< 5
925,female,group C,associate's degree,free/reduced,completed,46,54,64,married,never,yes,1,school_bus,05-Oct
926,male,group C,high school,standard,completed,62,72,67,single,regularly,yes,1,,05-Oct
927,male,group C,high school,standard,completed,78,70,74,married,sometimes,yes,3,school_bus,05-Oct
928,male,group A,bachelor's degree,free/reduced,none,68,66,62,married,never,yes,,school_bus,05-Oct
929,female,group D,bachelor's degree,free/reduced,none,79,86,87,single,regularly,yes,1,private,< 5
930,male,group C,associate's degree,free/reduced,none,50,51,42,single,regularly,no,2,private,05-Oct
931,female,group B,master's degree,free/reduced,completed,46,63,70,widowed,sometimes,yes,0,school_bus,05-Oct
932,female,group D,some college,standard,none,68,76,75,divorced,regularly,no,3,school_bus,< 5
933,female,group B,some college,standard,completed,73,84,89,single,never,yes,1,school_bus,05-Oct
934,male,group C,some college,standard,none,68,60,62,married,regularly,yes,2,school_bus,05-Oct
935,female,group C,bachelor's degree,standard,completed,76,87,88,married,sometimes,yes,2,school_bus,05-Oct
936,male,group B,bachelor's degree,free/reduced,none,45,49,46,married,regularly,yes,1,school_bus,05-Oct
937,male,group C,some high school,standard,none,66,57,53,single,regularly,yes,0,private,> 10
938,male,group C,some high school,standard,none,71,63,61,married,sometimes,yes,1,school_bus,> 10
939,female,group D,master's degree,free/reduced,completed,50,62,65,divorced,sometimes,no,2,private,05-Oct
940,female,group D,some college,free/reduced,none,55,76,75,married,sometimes,yes,1,private,05-Oct
941,female,group B,some high school,free/reduced,none,55,61,60,divorced,sometimes,yes,0,school_bus,> 10
942,male,group C,some college,free/reduced,completed,79,83,82,married,sometimes,no,1,private,05-Oct
943,male,group D,high school,free/reduced,completed,82,93,88,divorced,sometimes,yes,2,,< 5
944,female,group D,some high school,standard,none,51,62,60,married,sometimes,yes,3,school_bus,05-Oct
945,male,group D,some high school,standard,none,66,60,60,divorced,regularly,yes,2,private,< 5
946,female,group C,high school,standard,none,80,91,86,single,sometimes,no,1,,> 10
947,male,group C,some college,standard,none,44,33,32,widowed,sometimes,yes,1,private,05-Oct
948,female,group C,high school,standard,none,72,82,76,single,regularly,yes,0,school_bus,05-Oct
949,female,group D,associate's degree,standard,none,47,62,62,married,never,,,private,05-Oct
950,male,group C,associate's degree,standard,none,52,52,47,married,sometimes,no,3,school_bus,< 5
951,female,group D,some college,standard,none,53,59,65,divorced,regularly,no,1,private,05-Oct
952,male,group D,associate's degree,standard,completed,73,68,75,divorced,regularly,yes,3,private,05-Oct
953,female,group D,some college,standard,none,49,63,66,married,sometimes,no,,school_bus,05-Oct
954,male,group C,high school,free/reduced,completed,66,56,54,married,regularly,yes,1,private,05-Oct
955,female,group B,high school,standard,completed,91,99,96,married,sometimes,no,2,private,< 5
956,female,group C,some college,standard,none,74,81,80,married,sometimes,yes,3,school_bus,05-Oct
957,female,group D,some high school,free/reduced,completed,81,84,88,married,sometimes,yes,3,school_bus,> 10
958,male,group C,master's degree,standard,none,78,72,74,,sometimes,yes,1,school_bus,05-Oct
959,female,group D,high school,standard,none,66,65,68,divorced,sometimes,yes,1,private,05-Oct
960,female,group E,some high school,standard,none,70,68,71,married,sometimes,yes,2,school_bus,> 10
961,female,group B,high school,free/reduced,none,38,66,53,divorced,sometimes,,1,school_bus,05-Oct
962,female,group D,some college,standard,none,51,54,54,single,sometimes,yes,3,private,> 10
963,female,group D,associate's degree,free/reduced,none,39,46,48,divorced,sometimes,yes,1,private,< 5
964,female,group C,some college,standard,completed,65,71,81,married,sometimes,no,5,school_bus,> 10
965,male,group D,high school,free/reduced,none,66,58,58,divorced,sometimes,yes,3,school_bus,05-Oct
966,male,group C,associate's degree,standard,none,85,70,66,married,never,yes,4,private,05-Oct
967,female,group C,high school,standard,none,68,83,78,married,sometimes,yes,2,private,< 5
968,female,group D,some high school,standard,none,68,73,84,married,sometimes,no,1,private,< 5
969,female,group D,some college,standard,none,53,72,65,divorced,sometimes,no,1,private,05-Oct
970,male,group E,associate's degree,standard,none,83,68,63,single,sometimes,yes,0,private,05-Oct
971,male,group D,some high school,standard,none,58,56,54,widowed,sometimes,yes,2,private,05-Oct
972,female,group B,some high school,standard,completed,65,78,74,divorced,sometimes,yes,0,,05-Oct
973,male,group B,associate's degree,free/reduced,completed,56,63,56,single,regularly,yes,2,private,> 10
974,female,group C,some high school,free/reduced,completed,53,68,69,married,regularly,yes,1,private,05-Oct
975,male,group C,master's degree,standard,none,70,72,67,married,,yes,4,private,< 5
976,female,group D,some college,standard,completed,88,100,98,married,sometimes,no,3,school_bus,05-Oct
977,female,group A,associate's degree,standard,none,72,81,76,single,sometimes,no,1,school_bus,< 5
978,male,group A,some college,standard,completed,93,98,95,married,sometimes,yes,3,private,05-Oct
979,female,group C,bachelor's degree,standard,none,53,62,67,divorced,sometimes,no,1,private,05-Oct
980,male,group E,bachelor's degree,standard,completed,94,84,92,married,sometimes,yes,1,private,> 10
981,male,group C,high school,standard,completed,80,71,62,,sometimes,no,2,private,> 10
982,male,group B,some college,free/reduced,none,46,36,41,single,never,yes,2,private,> 10
983,male,group C,associate's degree,standard,completed,59,66,62,married,sometimes,no,,school_bus,05-Oct
984,male,group B,associate's degree,standard,none,75,76,70,married,sometimes,no,1,school_bus,05-Oct
985,male,group C,associate's degree,standard,completed,79,81,85,married,sometimes,yes,3,school_bus,05-Oct
986,female,group C,some high school,standard,none,62,66,64,married,sometimes,yes,4,private,> 10
987,male,group B,some high school,standard,none,69,70,63,divorced,sometimes,no,6,school_bus,05-Oct
988,male,group C,associate's degree,standard,completed,45,47,45,married,regularly,yes,1,school_bus,05-Oct
989,male,group B,some college,standard,none,81,70,69,divorced,regularly,yes,4,school_bus,< 5
990,female,group B,master's degree,free/reduced,none,56,66,68,married,sometimes,no,2,private,< 5
991,female,group B,some high school,standard,completed,69,81,77,married,regularly,no,2,school_bus,< 5
992,female,group D,bachelor's degree,standard,none,60,68,67,single,regularly,yes,1,school_bus,< 5
993,female,group B,bachelor's degree,standard,none,86,93,93,divorced,regularly,yes,3,school_bus,> 10
994,male,group C,associate's degree,standard,none,74,72,63,married,sometimes,no,3,school_bus,
995,male,group B,high school,free/reduced,completed,57,60,63,single,sometimes,no,3,school_bus,> 10
996,male,group D,high school,standard,none,49,46,45,single,never,no,2,private,> 10
997,female,group D,high school,standard,none,50,63,69,single,regularly,yes,2,school_bus,05-Oct
998,female,group E,some high school,standard,none,92,99,96,,regularly,yes,,school_bus,
999,male,group C,high school,standard,none,67,64,57,single,sometimes,yes,0,,05-Oct
0,female,group E,associate's degree,standard,none,79,85,76,married,never,yes,3,school_bus,05-Oct
1,female,group C,some high school,free/reduced,none,52,58,54,married,sometimes,yes,3,school_bus,05-Oct
2,female,group A,high school,standard,completed,69,87,87,divorced,regularly,yes,3,private,< 5
3,male,group D,high school,standard,completed,97,92,88,single,regularly,,2,private,05-Oct
4,male,group D,associate's degree,standard,completed,75,74,78,divorced,regularly,no,1,school_bus,05-Oct
5,female,group C,some high school,free/reduced,completed,68,80,78,married,regularly,no,1,private,> 10
6,female,group D,associate's degree,standard,completed,63,64,73,divorced,sometimes,no,4,private,05-Oct
7,male,group E,high school,standard,none,63,60,54,married,regularly,no,1,school_bus,05-Oct
8,male,group E,associate's degree,standard,completed,82,78,74,married,regularly,yes,2,school_bus,< 5
9,male,group C,some college,standard,completed,88,85,90,single,sometimes,yes,2,school_bus,< 5
10,female,group D,some high school,free/reduced,completed,63,65,76,married,regularly,no,1,school_bus,05-Oct
11,female,group D,some college,standard,completed,33,41,46,divorced,never,no,2,school_bus,< 5
12,male,group E,some college,standard,none,96,73,65,married,never,yes,2,school_bus,05-Oct
13,male,group D,master's degree,free/reduced,none,38,32,37,single,,yes,1,school_bus,05-Oct
14,male,group C,bachelor's degree,standard,none,84,79,76,married,never,no,3,school_bus,05-Oct
16,male,group D,associate's degree,standard,none,73,83,72,married,regularly,no,2,school_bus,05-Oct
17,male,group B,high school,free/reduced,none,64,70,63,married,sometimes,no,5,school_bus,05-Oct
18,female,group B,master's degree,free/reduced,none,67,83,79,married,sometimes,yes,7,private,> 10
19,male,group C,associate's degree,free/reduced,none,56,65,55,married,sometimes,no,1,,< 5
20,female,group B,associate's degree,standard,completed,87,100,100,married,sometimes,yes,0,private,05-Oct
21,female,group E,associate's degree,standard,none,73,68,73,,sometimes,yes,2,private,05-Oct
22,female,group D,high school,free/reduced,none,62,77,71,married,never,yes,1,private,05-Oct
23,male,group B,some high school,free/reduced,completed,52,60,57,single,regularly,yes,1,,< 5
24,female,group C,high school,free/reduced,none,36,50,43,single,regularly,no,5,school_bus,05-Oct
25,female,group B,some college,standard,none,46,50,52,married,regularly,yes,2,school_bus,05-Oct
26,male,group E,associate's degree,free/reduced,none,71,62,60,single,sometimes,no,3,,05-Oct
27,male,group E,some college,standard,completed,83,81,78,divorced,sometimes,yes,0,,05-Oct
28,male,group C,bachelor's degree,standard,none,85,89,88,single,regularly,yes,3,school_bus,05-Oct
29,female,group A,high school,standard,none,65,71,71,married,regularly,no,2,school_bus,05-Oct
30,male,group D,some college,free/reduced,none,61,64,59,married,regularly,yes,1,,< 5
31,male,group C,some high school,standard,completed,81,72,71,married,sometimes,yes,3,private,05-Oct
32,male,group E,associate's degree,standard,completed,88,82,77,married,sometimes,yes,1,school_bus,05-Oct
